pitcher_name,pitcher_id,pitcher_team,pitch_type,batter_side,pitch_count,batted_ball_count,raw_pitch_score_20_80,raw_pitch_score_0_100,split_batted_ball_count,split_terminal_pa_count,split_strikeout_count,split_groundball_count,split_line_drive_count,split_flyball_count,k_pct,groundball_pct,line_drive_pct,flyball_pct,groundball_score_20_80,groundball_score_0_100,groundball_score_rank,groundball_score_pitch_type_rank,strikeout_score_20_80,strikeout_score_0_100,strikeout_score_rank,strikeout_score_pitch_type_rank,line_drive_score_20_80,line_drive_score_0_100,line_drive_score_rank,line_drive_score_pitch_type_rank,flyball_score_20_80,flyball_score_0_100,flyball_score_rank,flyball_score_pitch_type_rank,location_score_20_80,location_score_0_100,final_pitch_score_20_80,final_pitch_score_0_100,overall_rank,pitch_type_rank,pitch_type_batter_side_rank,platoon_gap,better_side,platoon_category,IVB,HB,velocity,spin_rate,extension,release_height,release_side,movement_quality_20_80,movement_quality_0_100,archetype,cluster,stuff_plus_raw,stuff_plus_20_80,stuff_plus_0_100,execution_raw,execution_plus_20_80,execution_plus_0_100,quadrant_label
<<<<<<< HEAD
"Ryan, Dillon",1000132418.0,NEW_ENG23,Slider,R,61,25,79.94323453202402,99.64830011723328,14,15,4,6,3,5,0.2666666666666666,0.4285714285714285,0.2142857142857142,0.3571428571428571,52.59909428689188,63.78519973804846,537,59,54.66901115399353,72.65880812049771,414,80,48.67026533784162,42.40340537000655,868,105,53.55248889025259,65.4551407989522,525,53,69.16757135658432,95.5631399317406,76.71053557939211,100.0,1,1,1,5.3634730989722925,RHH,Right-Handed Killer,-2.01103968,-8.11029016,85.42472872,2493.8227768,5.81927264,4.58534544,1.91527248,59.24970691676436,65.41617819460727,Tight High-Spin Breakers,1,53.8911154456673,65.15241218515756,93.41846758349706,22.81942013372481,80.0,99.86902423051735,Elite Weapon
"Kirby, Zach",813716.0,WAS_WIL3,Slider,R,126,42,71.71278583614802,97.42086752637748,42,29,4,11,6,25,0.1379310344827586,0.2619047619047619,0.1428571428571428,0.5952380952380952,42.302131182770566,23.64112639161755,1167,141,45.89302854571652,39.88212180746562,916,139,55.37179885153173,72.59332023575638,393,46,38.51335393736216,12.40995415848068,1338,156,80.0,99.4311717861206,74.19895008530361,99.93451211525868,2,2,2,,,,5.775077874015748,-13.35486874015748,77.95873236220473,2204.134622047244,5.682268267716535,6.0299599212598425,2.182132125984252,75.92028135990621,93.20046893317702,Tight High-Spin Breakers,1,55.46407524722079,70.89714339879417,97.57694826457104,18.734874838082817,76.2600048937974,99.01768172888016,Elite Weapon
"Bargo, Casey",1000492781.0,NEW_ENG23,Slider,R,29,16,73.56378699062643,98.12426729191093,8,2,1,3,2,3,0.5,0.375,0.25,0.375,49.289356146281456,49.57432874918141,759,94,70.57547963149563,95.87426326129666,49,7,45.319498580996566,28.127046496398165,1057,125,52.424553768785806,61.55861165684349,574,62,75.49562614777385,98.1797497155859,74.14333873777065,99.86902423051735,3,3,3,10.87393786684408,RHH,Right-Handed Killer,1.4834028571428572,-4.979310535714285,83.56961232142858,2415.5824839285715,5.66463625,5.811873571428571,2.415990178571428,62.69636576787808,71.16060961313013,Tight High-Spin Breakers,1,52.7194809516527,60.87339294887979,86.28028814669287,21.42385778611795,80.0,99.60707269155206,Elite Weapon
"Grounds, Jackson",805984.0,DOW_EAS1,Curveball,R,43,10,80.0,100.0,5,6,2,3,0,2,0.3333333333333333,0.6,0.0,0.4,63.19025633684523,90.34053700065488,141,15,59.21371643327984,83.00589390962672,245,28,68.77486587891195,96.29993451211526,30,5,50.84544459873232,55.10805500982319,668,62,57.57498020300672,78.78270762229806,73.27249406090202,99.80353634577604,4,1,1,3.704702984748337,RHH,Balanced Weapon,-10.500080243902438,-12.01293524390244,81.40860719512196,1945.774660975609,5.351570975609756,6.060410609756097,2.076265,60.44548651817116,67.40914419695193,Tight High-Spin Breakers,1,52.42740947415309,59.80669554711028,84.3811394891945,20.84508458674893,79.21781052665222,99.54158480681072,Elite Weapon
"Moore, Kyle",1000517760.0,SCH_BOO,Slider,R,31,20,71.15217810105709,97.18640093786637,14,9,1,3,2,9,0.1111111111111111,0.2142857142857142,0.1428571428571428,0.6428571428571429,39.3601417244502,13.621480026195156,1317,157,44.0646988356588,30.64833005893909,1040,149,55.37179885153173,72.59332023575638,394,47,35.505526946784066,6.679764243614931,1424,163,76.49620921282924,98.7485779294653,72.75538743458873,99.73804846103472,5,4,4,,,,8.82592566037736,-1.174748679245283,84.08072056603774,2161.959054716981,4.865822641509434,6.387008301886793,2.451900943396226,57.20984759671746,62.01641266119577,Tight High-Spin Breakers,1,48.79210760074592,46.52992132660667,33.92272429600524,23.963279833842805,80.0,100.0,Command/Deception Weapon
"Grounds, Jackson",805984.0,DOW_EAS1,Four-Seam,R,48,27,74.39112948134549,98.59320046893318,14,15,4,5,3,6,0.2666666666666666,0.3571428571428571,0.2142857142857142,0.4285714285714285,48.18611009941132,46.10347085789129,821,69,54.66901115399353,72.65880812049771,415,41,48.67026533784162,42.40340537000655,869,140,49.04074840438546,47.511460379829735,786,71,68.48381919204374,94.93742889647326,72.61893639455496,99.6725605762934,6,1,1,3.697144469343357,RHH,Balanced Weapon,17.0341461682243,14.240285607476636,92.4652793457944,2162.7614570093456,5.590913457943926,6.146667102803739,1.9688526168224296,22.18053927315357,3.6342321219226257,Soft-Speed Separation,0,49.677407822472055,49.76319646317832,49.1486574983628,22.94152857208291,80.0,99.93451211525868,Command/Deception Weapon
"Vecerka, Boris",807828.0,QUE_CAP,Slider,R,53,14,77.5547145555446,99.17936694021104,7,11,6,3,0,4,0.5454545454545454,0.4285714285714285,0.0,0.5714285714285714,52.59909428689188,63.78519973804846,543,61,73.67414232191811,97.51146037982971,38,4,68.77486587891195,96.29993451211526,17,10,40.0172674326512,15.520628683693516,1289,152,60.758862053764446,85.72241183162684,72.51595880501056,99.60707269155206,7,5,5,,,,2.426795945945946,-11.944781081081082,82.50820932432433,2472.224535135135,5.605426216216216,4.850712567567568,2.8310578378378377,67.90152403282532,79.8358733880422,Tight High-Spin Breakers,1,55.17539180018572,69.84281969172632,97.05304518664047,17.340567004824834,74.30565340539636,98.5592665356909,Elite Weapon
"Lawson, Nathan",1000569348.0,FLO_Y'A,Changeup,L,40,17,78.2015676146028,99.2966002344666,12,8,1,4,0,8,0.125,0.3333333333333333,0.0,0.6666666666666666,46.71511537025113,39.91486574983628,894,83,45.01151243551012,35.59266535690897,968,66,68.77486587891195,96.29993451211526,19,1,34.001613451495025,4.715127701375246,1447,105,59.10116582717056,82.48009101251422,72.47144707837312,99.54158480681072,8,1,1,,,,7.926957333333333,10.181488333333334,79.55500699999999,1409.310765,5.770329,5.595756166666666,1.6743098333333333,52.356389214536925,53.92731535756155,Soft-Speed Separation,0,52.182217454948336,58.91121033212323,82.58022265880813,20.28922962342478,78.43868847842467,99.34512115258676,Elite Weapon
"Alpern, Liam",1000137537.0,FLO_Y'A,Slider,L,38,16,76.43277357330227,98.94490035169989,8,7,2,3,1,4,0.2857142857142857,0.375,0.125,0.5,49.289356146281456,49.57432874918141,761,74,55.96749837664676,76.55533726260641,353,61,57.04718222995426,78.42174197773411,310,38,44.52900791851833,29.3713163064833,1053,93,61.539766637820925,87.42889647326507,71.96487149265786,99.47609692206942,9,6,1,-6.980735434392571,LHH,Reverse Split Weapon,-4.042234102564103,11.5085708974359,76.82941141025641,2219.105,5.546514358974359,4.826601153846154,-2.125199871794872,72.19226260257912,86.98710433763188,Tight High-Spin Breakers,1,52.52943569411891,60.179313594862144,85.03601833660774,19.43543579853896,77.24195616963866,99.21414538310412,Elite Weapon
"Zentko, Dylan",1000303828.0,EVA_OTT,Changeup,R,57,13,78.58230334678673,99.41383352872217,11,12,4,7,1,3,0.3333333333333333,0.6363636363636364,0.0909090909090909,0.2727272727272727,65.43686646865352,93.35297969875572,98,9,59.21371643327984,83.00589390962672,247,10,60.24564140694272,86.4112639161755,205,18,58.88454582809556,81.17223313686968,284,30,56.06890005588551,74.45961319681457,71.82828235951636,99.41060903732809,10,2,1,,,,7.292533731343283,-11.416610746268656,78.82124104477612,1310.721452238806,5.821523582089553,5.6739347761194034,-1.3377485074626865,65.43962485345838,75.7327080890973,Tight High-Spin Breakers,1,51.58662378116114,56.73599545055368,76.62082514734774,20.241658578355228,78.37200984367925,99.27963326784544,Elite Weapon
"Hickey, Matt",806277.0,GAT_GRI,Slider,R,71,25,73.48896949686036,98.00703399765534,23,21,2,14,2,7,0.0952380952380952,0.6086956521739131,0.0869565217391304,0.3043478260869565,63.727489194451564,91.22462344466274,135,12,42.98262615011444,24.49246889325475,1149,157,60.61647725355008,87.06614276358874,197,24,56.887253597197855,75.99869024230517,366,32,67.46956963865892,94.08418657565414,71.68314953939993,99.34512115258676,11,7,6,,,,-1.6870622093023258,-6.467294767441861,79.90204895348838,2258.34131744186,5.339807441860465,4.8321068604651165,2.834942558139535,68.74560375146541,81.24267291910903,Tight High-Spin Breakers,1,53.34807718373207,63.16913909041137,90.63523248199084,18.33507235566786,75.69961603422371,98.88670595939752,Elite Weapon
"Harper, Scott",1000241275.0,NEW_YOR13,Slider,R,166,33,72.5862597808181,97.7725674091442,24,39,17,6,3,15,0.4358974358974359,0.25,0.125,0.625,41.56663381819048,21.31630648330059,1180,143,66.20557070910493,91.97773411918794,123,22,57.04718222995426,78.42174197773411,306,37,36.63346206825085,8.316961362148003,1393,162,69.0783130612752,95.50625711035268,71.53387576495523,99.27963326784544,12,8,7,5.129227782041468,RHH,Right-Handed Killer,3.346564575471698,-16.631781981132075,79.80554976415094,2665.492833018868,5.580029716981132,4.163122358490567,1.882955424528302,75.99062133645955,93.3177022274326,Tight High-Spin Breakers,1,58.33169087300056,80.0,99.77079240340537,13.202184891954666,68.50503101130005,96.46365422396856,Elite Weapon
"Leduc, Zachary",824497.0,TRO_AIG,Slider,R,46,14,79.18935437455622,99.53106682297772,6,10,3,2,0,4,0.3,0.3333333333333333,0.0,0.6666666666666666,46.71511537025113,39.91486574983628,905,115,56.94136379363668,78.68369351669942,323,62,68.77486587891195,96.29993451211526,36,13,34.001613451495025,4.715127701375246,1452,170,53.62075620513057,68.03185437997725,71.51877492372851,99.21414538310412,13,9,8,0.4945450453574125,Balanced,Balanced Weapon,1.526656153846154,-4.498997051282051,83.37863025641026,2118.1753705128203,6.150140641025641,5.33877358974359,1.6219705128205129,61.92262602579133,69.87104337631888,Tight High-Spin Breakers,1,53.59851452106593,64.08378114764704,91.71578258022268,17.920260402662585,75.11818893582742,98.8212180746562,Elite Weapon
"Davis, Tyler",824623.0,WIN_CIT29,Four-Seam,R,33,19,74.36971257593137,98.4759671746776,11,10,0,3,0,8,0.0,0.2727272727272727,0.0,0.7272727272727273,42.97076515057065,26.064178127046496,1121,144,36.49019003684828,5.50098231827112,1368,228,68.77486587891195,96.29993451211526,10,4,30.17347000894109,2.357563850687623,1491,243,64.65246466747266,91.69510807736064,71.45453820339375,99.1486574983628,14,2,2,5.186500055273427,RHH,Right-Handed Killer,21.23184789473684,5.648621842105263,89.31716763157894,2170.9824881578947,5.858615394736842,6.558214736842106,0.4845959210526316,38.35873388042204,30.5978898007034,Soft-Speed Separation,0,50.74640918852397,53.66738111488621,68.66404715127702,20.708129014869783,79.025844793288,99.47609692206942,Elite Weapon
"Morgan, Cooper",692707.0,QUE_CAP,Curveball,L,56,22,80.0,99.76553341148886,19,14,5,6,3,10,0.3571428571428571,0.3157894736842105,0.1578947368421052,0.5263157894736842,45.63122451718573,35.72364112639162,981,61,60.83682546159638,85.59266535690897,224,30,53.96094969075487,66.86313032089063,507,27,42.86678773951465,24.49246889325475,1155,65,50.81464613935628,58.53242320819113,71.24439384180688,99.01768172888016,16,2,1,,,,-1.4576873611111112,17.62219222222222,75.5728725,2684.8110930555554,5.2470675,4.7760815277777775,-4.237312638888889,76.55334114888629,94.25556858147716,Tight High-Spin Breakers,1,48.58463568077967,45.77219667693279,31.17223313686968,22.659758161027213,80.0,99.80353634577604,Command/Deception Weapon
"Peyton, Blake",1000017005.0,GAT_GRI,Changeup,R,90,20,77.2913604652777,99.06213364595546,19,25,4,13,2,4,0.16,0.6842105263157895,0.1052631578947368,0.2105263157894736,68.39293243155916,95.71054354944334,66,5,47.39748270713543,46.79109364767518,814,49,58.89892175347389,83.66077275703995,249,25,62.8134298875588,90.11132940406024,151,12,55.54666440082636,73.72013651877133,70.7679516459423,98.88670595939752,18,3,2,,,,10.314157311827955,-13.23058612903226,81.01877666666667,1927.29296344086,6.101144838709677,5.869226129032258,-2.463598924731183,69.37866354044547,82.29777256740914,Tight High-Spin Breakers,1,49.07011659046489,47.5452600017164,38.04846103470858,21.69783505547741,80.0,99.73804846103472,Command/Deception Weapon
