pitcher_name,pitcher_id,pitcher_team,pitch_type,pitch_count,swing_count,whiff_count,csw_count,two_strike_pitch_count,strikeout_count,terminal_pa_count,batted_ball_count,hardhit_count,barrel_count,sweetspot_count,groundball_count,line_drive_count,flyball_count,exit_velocity_sum,xwoba_frontier,whiff_pct,csw_pct,putaway_pct,k_pct,avg_exit_velocity,hardhit_pct,barrel_pct,sweetspot_pct,groundball_pct,line_drive_pct,flyball_pct,whiff_pct_z,whiff_pct_score_component,csw_pct_z,csw_pct_score_component,putaway_pct_z,putaway_pct_score_component,k_pct_z,k_pct_score_component,avg_exit_velocity_z,avg_exit_velocity_score_component,hardhit_pct_z,hardhit_pct_score_component,barrel_pct_z,barrel_pct_score_component,sweetspot_pct_z,sweetspot_pct_score_component,pitch_value_raw,pitch_value_20_80,pitch_value_0_100,overall_rank,pitch_type_rank,groundball_score_raw,groundball_score_20_80,groundball_score_0_100,groundball_score_rank,groundball_score_pitch_type_rank,strikeout_score_raw,strikeout_score_20_80,strikeout_score_0_100,strikeout_score_rank,strikeout_score_pitch_type_rank,line_drive_score_raw,line_drive_score_20_80,line_drive_score_0_100,line_drive_score_rank,line_drive_score_pitch_type_rank,flyball_score_raw,flyball_score_20_80,flyball_score_0_100,flyball_score_rank,flyball_score_pitch_type_rank
"Grounds, Jackson",805984.0,DOW_EAS1,Curveball,82,19,8,23,29,7,17,10,0,0,0,5,0,5,646.25152,0.1096871655556256,0.4210526315789473,0.2804878048780488,0.2413793103448276,0.4117647058823529,64.625152,0.0,0.0,0.0,0.5,0.0,0.5,1.5834267854014927,-0.0051524707596964,0.0636463540479853,-0.0018671294423516,0.6659881212039618,0.0096701475198815,1.686607354079265,0.0736592029747037,-4.329088047724751,2.5498328601098783,-2.1175885054413475,0.5061396518050746,-0.7535608244918718,-0.0370382680845999,-3.4260749407614663,1.0408655495279189,4.136109543650809,80.0,100.0,1,1,0.875493503371554,58.75493503371554,80.1747311827957,143,31,1.686607354079265,66.86607354079266,91.93548387096774,60,18,2.573469884750602,75.73469884750602,99.26075268817203,6,2,-0.6724866437519181,43.27513356248082,27.1505376344086,537,64
"Morgan, Cooper",692707.0,QUE_CAP,Curveball,51,26,8,12,24,5,12,15,1,1,6,5,3,7,916.63964,0.1185826317895145,0.3076923076923077,0.2352941176470588,0.2083333333333333,0.4166666666666667,61.109309333333336,0.0666666666666666,0.0666666666666666,0.4,0.3333333333333333,0.2,0.4666666666666667,0.5633627824621464,-0.0018331824941318,-0.6793959500378772,0.0199307595903111,0.3031731963762229,0.0044020748113827,1.7257184922531628,0.0753673037121723,-5.345498586575795,3.148498667493143,-1.3114490063222772,0.3134586071441317,1.47993870400668,0.0727404672406323,0.954476310130586,-0.2899765843518428,3.342588113145799,80.0,99.86559139784946,2,2,-0.4011444267449627,45.98855573255037,37.43279569892473,468,61,1.7257184922531628,67.25718492253162,92.74193548387096,54,16,-0.0195929038051112,49.80407096194889,46.90860215053764,401,43,-0.4062356212609465,45.937643787390535,35.215053763440864,483,60
"Vecerka, Boris",807828.0,QUE_CAP,Slider,61,17,6,19,17,6,13,10,0,0,2,4,2,4,678.47421,0.1093737703834606,0.3529411764705882,0.3114754098360656,0.3529411764705882,0.4615384615384615,67.847421,0.0,0.0,0.2,0.4,0.2,0.4,0.9705311869967592,-0.0031581084824874,0.5731224069405808,-0.0168131189300088,1.8908364607758648,0.0274549454104655,2.08373583399884,0.0910029950782313,-3.397548021299692,2.0011557845455186,-2.1175885054413475,0.5061396518050746,-0.7535608244918718,-0.0370382680845999,-1.2357993153154403,0.375444482588038,2.9441883639302318,80.0,99.73118279569891,3,1,0.1095107453016441,51.09510745301644,57.66129032258065,323,73,2.08373583399884,70.8373583399884,96.3037634408602,29,11,-0.0195929038051112,49.80407096194889,46.90860215053764,409,97,0.1262664237209965,51.26266423720997,55.51075268817204,341,73
"Carroll, Jake",1000088275.0,JOL_SLA,Slider,62,24,6,14,17,4,14,11,0,0,2,5,2,4,755.35123,0.2079516872012189,0.25,0.2258064516129032,0.2352941176470588,0.2857142857142857,68.66829363636363,0.0,0.0,0.1818181818181818,0.4545454545454545,0.1818181818181818,0.3636363636363636,0.0442230666805142,-0.0001439018589783,-0.8353853738347043,0.0245068653268148,0.5991782117727665,0.0087000676349405,0.6808923724647574,0.0297366125826533,-3.1602383127155287,1.8613803661894464,-2.1175885054413475,0.5061396518050746,-0.7535608244918718,-0.0370382680845999,-1.4349152812650794,0.4359373068552999,2.829218700450651,80.0,99.59677419354838,4,2,0.5273195224306853,55.27319522430685,71.9758064516129,207,42,0.6808923724647574,56.80892372464757,78.15860215053763,158,62,0.2161400769726813,52.16140076972681,57.795698924731184,309,76,0.4167220846202388,54.16722084620239,67.00268817204301,241,50
"Ryan, Dillon",1000132418.0,NEW_ENG23,Slider,113,46,16,36,44,10,26,22,0,0,4,11,3,8,1543.34618,0.1494691558128779,0.3478260869565217,0.3185840707964602,0.2272727272727272,0.3846153846153846,70.15209909090909,0.0,0.0,0.1818181818181818,0.5,0.1363636363636363,0.3636363636363636,0.9245034543102376,-0.0030083342403255,0.6899979296652422,-0.0202417792646595,0.5111106038861913,0.0074213259684274,1.4699918195776789,0.0641989527364159,-2.7312784175804774,1.6087229879549012,-2.1175885054413475,0.5061396518050746,-0.7535608244918718,-0.0370382680845999,-1.4349152812650794,0.4359373068552999,2.562131843730534,79.2497765353483,99.46236559139786,5,3,0.875493503371554,58.75493503371554,80.1747311827957,156,29,1.4699918195776789,64.69991819577679,89.98655913978494,76,29,0.805472528917162,58.05472528917162,82.93010752688173,130,35,0.4167220846202388,54.16722084620239,67.00268817204301,251,52
"Lawson, Nathan",1000569348.0,FLO_Y'A,Changeup,51,25,5,7,24,3,13,17,1,0,1,7,0,10,1238.66,0.1681990193464893,0.2,0.1372549019607843,0.125,0.2307692307692307,72.86235294117648,0.0588235294117647,0.0,0.0588235294117647,0.4117647058823529,0.0,0.5882352941176471,-0.4056980203302334,0.0013201413581545,-2.29128666260509,0.0672171855341829,-0.6117513966676381,-0.0088826302796141,0.2425037907353562,0.0105908680527852,-1.9477591200616469,1.14723012171631,-1.4062889473951083,0.3361269653395366,-0.7535608244918718,-0.0370382680845999,-2.781876227394988,0.8451534710161892,2.3617178546529445,76.9618129360427,99.32795698924733,6,1,0.1996263638981038,51.99626363898104,60.88709677419355,292,71,0.2425037907353562,52.42503790735356,65.12096774193549,259,34,2.573469884750602,75.73469884750602,99.26075268817203,7,2,-1.3772687621103723,36.22731237889627,8.53494623655914,682,111
"Harper, Scott",1000241275.0,NEW_YOR13,Slider,174,64,31,74,62,19,42,28,1,0,4,7,2,19,2001.53065,0.1461830380490394,0.484375,0.425287356321839,0.3064516129032258,0.4523809523809524,71.4832375,0.0357142857142857,0.0,0.1428571428571428,0.25,0.0714285714285714,0.6785714285714286,2.153228162043394,-0.0070066044392892,2.444337086040652,-0.0717070727560885,1.380423120443996,0.0200437437088468,2.010671070377273,0.0878120376565866,-2.3464537152418585,1.3820612382774546,-1.6857280594847024,0.4029176635938551,-0.7535608244918718,-0.0370382680845999,-1.8615923511571628,0.5655647874280042,2.34264752538477,76.74410248881706,99.19354838709675,7,4,-1.0394633918032208,39.605366081967794,14.85215053763441,632,133,2.010671070377273,70.10671070377273,95.36290322580643,35,13,1.6473760316949906,66.4737603169499,94.95967741935485,37,10,-2.098831407096409,29.01168592903591,1.2096774193548387,736,154
"Peyton, Blake",1000017005.0,GAT_GRI,Changeup,87,38,14,22,24,4,25,20,1,0,4,13,3,4,1402.11422,0.1417352023014612,0.3684210526315789,0.2528735632183908,0.1666666666666666,0.16,70.105711,0.05,0.0,0.2,0.65,0.15,0.2,1.1098256411796534,-0.0036113726363985,-0.3903672705430666,0.0114518142486514,-0.154289100145708,-0.0022402777341156,-0.3221407025321114,-0.0140688509016849,-2.7446889563751165,1.6166217953049435,-1.512983881102044,0.3616288683093672,-0.7535608244918718,-0.0370382680845999,-1.2357993153154403,0.375444482588038,2.3081881910942013,76.35070828077802,99.05913978494624,8,2,2.024467640476419,70.24467640476419,97.24462365591395,22,6,-0.3221407025321114,46.77859297467889,43.54838709677419,422,68,0.6286727933338172,56.28672793333817,77.41935483870968,171,37,1.7237725586668264,67.23772558666826,94.8252688172043,41,12
"Alpern, Liam",1000137537.0,FLO_Y'A,Slider,78,21,3,22,23,5,14,16,2,0,3,7,1,8,1118.83708,0.1146171954968108,0.1428571428571428,0.282051282051282,0.217391304347826,0.3571428571428571,69.9273175,0.125,0.0,0.1875,0.4375,0.0625,0.5,-0.9198935483425172,0.0029933336063065,0.0893519282634085,-0.0026212281675353,0.402621521707077,0.0058460644951867,1.250797528712978,0.0546260804714818,-2.796261523936688,1.646998037598709,-0.6060769445930889,0.1448626930658063,-0.7535608244918718,-0.0370382680845999,-1.372691541905817,0.4170332992717805,2.232700012257136,75.48892110637966,98.9247311827957,9,5,0.3967542795778602,53.967542795778606,68.41397849462365,235,49,1.250797528712978,62.50797528712978,88.23924731182797,88,34,1.7631377633269416,67.63137763326941,96.03494623655914,29,7,-0.6724866437519181,43.27513356248082,27.1505376344086,526,115
"Rodriguez, Joe Joe",689487.0,NEW_JER6,Changeup,82,43,20,27,31,6,21,15,0,0,0,7,0,8,1135.90909,0.1200777532420804,0.4651162790697674,0.3292682926829268,0.1935483870967742,0.2857142857142857,75.72727266666668,0.0,0.0,0.0,0.4666666666666667,0.0,0.5333333333333333,1.9799300689360564,-0.0064426924443179,0.8656602695692317,-0.0253950096680829,0.1408478653523124,0.0020451110049155,0.6808923724647574,0.0297366125826533,-1.119526779189792,0.6594012729427875,-2.1175885054413475,0.5061396518050746,-0.7535608244918718,-0.0370382680845999,-3.4260749407614663,1.0408655495279189,2.169312227666349,74.76527429683387,98.79032258064515,10,3,0.6201659173482507,56.2016591734825,74.66397849462365,191,52,0.6808923724647574,56.80892372464757,78.15860215053763,165,18,2.573469884750602,75.73469884750602,99.26075268817203,9,3,-0.9387376662428896,40.6126233375711,18.077956989247312,611,104
